16979007,127.30,1.6452,0.5874
17067006,127.39,1.6436,0.5867
17155007,127.49,1.6422,0.5861
17243007,127.58,1.6409,0.5857
17332007,127.68,1.6400,0.5853
17420006,127.77,1.6389,0.5848
17508007,127.86,1.6380,0.5844
17596007,127.94,1.6372,0.5840
17684007,128.01,1.6364,0.5837
17772007,128.09,1.6360,0.5834
17860007,128.16,1.6355,0.5832
17948007,128.23,1.6351,0.5829
18036007,128.28,1.6346,0.5827
18124007,128.34,1.6342,0.5825
18212007,128.39,1.6338,0.5824
18300007,128.44,1.6336,0.5823
18388007,128.48,1.6334,0.5821
18476007,128.53,1.6330,0.5820
18564007,128.57,1.6326,0.5818
18652007,128.61,1.6321,0.5815
18740007,128.66,1.6318,0.5814
18828009,128.70,1.6316,0.5812
18916010,128.75,1.6315,0.5811
19004010,128.79,1.6313,0.5810
19092007,128.84,1.6311,0.5809
19180006,128.89,1.6307,0.5807
19268007,128.94,1.6305,0.5805
19356007,128.98,1.6301,0.5803
19444007,129.02,1.6297,0.5801
19533007,129.06,1.6294,0.5799
19621007,129.08,1.6292,0.5799
19709007,129.08,1.6295,0.5799
19797007,129.07,1.6299,0.5800
19885007,129.05,1.6305,0.5801
19973007,129.03,1.6310,0.5802
20061007,129.01,1.6315,0.5803
20150007,128.99,1.6321,0.5804
20238007,128.97,1.6324,0.5804
20326007,128.94,1.6329,0.5805
20414007,128.93,1.6334,0.5807
20503007,128.90,1.6340,0.5808
20591007,128.88,1.6344,0.5809
20679007,128.86,1.6348,0.5810
20767007,128.84,1.6350,0.5811
20855007,128.83,1.6352,0.5812
20943007,128.82,1.6354,0.5812
21031007,128.81,1.6356,0.5812
21119007,128.80,1.6357,0.5812
21207007,128.79,1.6358,0.5812
21295007,128.79,1.6359,0.5812
21383007,128.78,1.6359,0.5812
21471007,128.78,1.6361,0.5812
21559007,128.77,1.6361,0.5811
21647007,128.77,1.6361,0.5811
21735007,128.76,1.6362,0.5811
21823007,128.75,1.6363,0.5811
21911007,128.75,1.7196,0.5810
21999007,128.75,1.6363,0.5810
22088007,128.76,1.6364,0.5810
22176007,128.73,1.6365,0.5810
22264007,128.74,1.6366,0.5810
22352007,128.73,1.6366,0.5810
22440007,128.90,1.7223,0.5810
22528007,128.72,1.6367,0.5810
22616007,128.70,1.6367,0.5810
22704007,128.68,1.6369,0.5811
22791007,128.67,1.6371,0.5812
22879007,128.66,1.6372,0.5813
22967007,128.64,1.6373,0.5813
23055007,128.63,1.6373,0.5813
23143007,128.63,1.6373,0.5813
23231007,128.62,1.6373,0.5813
23319007,128.62,1.6374,0.5813
23407007,128.63,1.6374,0.5813
23496007,128.62,1.6375,0.5813
23585007,128.62,1.6375,0.5814
23673007,128.62,1.6375,0.5814
23761007,128.62,1.6376,0.5814
23849007,128.62,1.6376,0.5815
23937007,128.61,1.6377,0.5815
24025007,128.61,1.6377,0.5816
24113007,128.61,1.6378,0.5816
24202007,128.60,1.6379,0.5817
24290007,128.60,1.6379,0.5817
24378007,128.59,1.6379,0.5818
24466007,128.58,1.6380,0.5818
24554007,128.58,1.6380,0.5819
24642007,128.57,1.6380,0.5819
24730007,128.57,1.6381,0.5819
24818007,128.57,1.6382,0.5819
24906007,128.56,1.6382,0.5820
24994007,128.56,1.6382,0.5820
25081007,128.55,1.6382,0.5820
25168007,128.55,1.6383,0.5820
25256007,128.55,1.6383,0.5821
25343007,128.54,1.6384,0.5821
25430007,128.54,1.6384,0.5821
25517007,128.54,1.6384,0.5821
25605007,128.53,1.6385,0.5822
25693007,128.52,1.6385,0.5822
25781007,128.52,1.6385,0.5822
25868007,128.52,1.6386,0.5822
25955007,128.52,1.6386,0.5822
26043007,128.51,1.6386,0.5823

