Time(us), Temperature(C), Vth(nmos), Vth(pmos)
75301002,25.02,1.6367,0.5810
75389002,25.02,1.6367,0.5810
75478003,25.02,1.6367,0.5810
75566002,25.02,1.6367,0.5810
75655002,25.02,1.6367,0.5810
75744002,25.02,1.6367,0.5810
75833002,25.02,1.6367,0.5810
75922002,25.02,1.6367,0.5810
76011002,25.02,1.6367,0.5810
76100002,25.02,1.6368,0.5810
76189002,25.02,1.6368,0.5810
76277002,25.03,1.6368,0.5810
76366002,25.03,1.6368,0.5810
76454002,25.03,1.6368,0.5810
76542002,25.03,1.6368,0.5810
76630002,25.03,1.6368,0.5810
76717002,25.03,1.6368,0.5811
76804002,25.03,1.6368,0.5810
76891002,25.03,1.6368,0.5811
76978002,25.03,1.6368,0.5810
77066003,25.03,1.6368,0.5810
77154002,25.03,1.6368,0.5810
77242003,25.03,1.6368,0.5810
77330002,25.03,1.6368,0.5810
77419002,25.03,1.6368,0.5811
77508002,25.03,1.6368,0.5811
77596002,25.03,1.6368,0.5810
77684002,25.03,1.6368,0.5811
77773002,25.03,1.6368,0.5810
77862002,25.03,1.6368,0.5810
77950002,25.03,1.6368,0.5810
78039002,25.03,1.6368,0.5811
78128002,25.03,1.6368,0.5810
78217002,25.03,1.6368,0.5811
78305002,25.03,1.6368,0.5811
78394002,25.03,1.6368,0.5811
78483002,25.03,1.6368,0.5811
78572002,25.03,1.6368,0.5811
78660002,25.03,1.6368,0.5811
78749002,25.03,1.6368,0.5811
78838002,25.03,1.6368,0.5811
78926002,25.03,1.6368,0.5811
79015002,25.03,1.6368,0.5811
79104002,25.04,1.6368,0.5811
79193002,25.04,1.6368,0.5811
79281002,25.04,1.6368,0.5811
79370003,25.04,1.6369,0.5811
79459002,25.04,1.6369,0.5811
79548002,25.04,1.6368,0.5811
79637002,25.04,1.6368,0.5811
79725002,25.04,1.6368,0.5811
79814002,25.04,1.6368,0.5811
79902002,25.04,1.6368,0.5811
79991002,25.04,1.6368,0.5811
80080002,25.04,1.6368,0.5811
80169003,25.04,1.6369,0.5811
80258003,25.04,1.6368,0.5811
80347002,25.04,1.6369,0.5811
80436002,25.04,1.6368,0.5811
80525002,25.04,1.6368,0.5811
80614002,25.04,1.6369,0.5811
80702002,25.04,1.6369,0.5811
80791003,25.04,1.6369,0.5811
80880002,25.04,1.6369,0.5811
80969002,25.04,1.6369,0.5811
81058002,25.04,1.6369,0.5811
81147002,25.04,1.6369,0.5811
81236002,25.04,1.6369,0.5811
81325002,25.04,1.6369,0.5811
81414002,25.04,1.6369,0.5811
81503002,25.04,1.6369,0.5811
81592002,25.04,1.6369,0.5811
81681002,25.04,1.6369,0.5811
81770002,25.04,1.6369,0.5811
81859002,25.04,1.6369,0.5811
81948002,25.04,1.6369,0.5812
82036002,25.04,1.6369,0.5811
82124002,25.04,1.6369,0.5812
82213002,25.04,1.6369,0.5812
82302002,25.04,1.6369,0.5812
82390002,25.04,1.6369,0.5812
82478002,25.04,1.6369,0.5812
82567002,25.05,1.6369,0.5812
82656002,25.05,1.6370,0.5812
82745003,25.04,1.6370,0.5812
82834002,25.05,1.6370,0.5812
82923002,25.05,1.6370,0.5812
83012002,25.05,1.6370,0.5812
83101002,25.05,1.6370,0.5812
83190002,25.05,1.6370,0.5812
83279002,25.05,1.6370,0.5812
83367002,25.05,1.6370,0.5812
83456002,25.05,1.6370,0.5812
83545002,25.05,1.6370,0.5812
83634002,25.05,1.6370,0.5812
83723002,25.05,1.6370,0.5812
83812002,25.05,1.6370,0.5812
83901002,25.05,1.6370,0.5812
83989003,25.05,1.6370,0.5812
84078003,25.05,1.6370,0.5812
84167002,25.05,1.6371,0.5812
84254002,25.05,1.6371,0.5812
84341002,25.05,1.6371,0.5812
84430002,25.05,1.6371,0.5812
84519002,25.05,1.6371,0.5812
84608002,25.05,1.6371,0.5812
84697002,25.05,1.6371,0.5812
84785002,25.05,1.6371,0.5812
84873002,25.05,1.6371,0.5813
84961002,25.05,1.6371,0.5813
85050002,25.05,1.6371,0.5813
85139002,25.05,1.6371,0.5813
85228003,25.05,1.6371,0.5813
85317002,25.05,1.6371,0.5813
85405002,25.05,1.6371,0.5813
85494002,25.06,1.6371,0.5813
85583002,25.06,1.6371,0.5813
85671002,25.05,1.6371,0.5813
85759002,25.06,1.6371,0.5813
85848002,25.06,1.6371,0.5813
85937002,25.06,1.6371,0.5813
86026002,25.06,1.6371,0.5813
86115002,25.06,1.6371,0.5813
86204002,25.06,1.6371,0.5813
86292006,25.06,1.6372,0.5813
86381002,25.06,1.6372,0.5813
86469002,25.06,1.6372,0.5813
86556002,25.06,1.6372,0.5813
86643002,25.06,1.6372,0.5813
86730002,25.06,1.6372,0.5813
86817003,25.06,1.6372,0.5813
86904002,25.06,1.6372,0.5813
86991002,25.06,1.6372,0.5813
87080002,25.06,1.6372,0.5813
87169002,25.06,1.6372,0.5813
87258002,25.06,1.6372,0.5813
87347002,25.06,1.6372,0.5813
87435002,25.06,1.6372,0.5813
87523002,25.06,1.6372,0.5813
87612002,25.06,1.6372,0.5813
87701002,25.06,1.6372,0.5813
87790002,25.06,1.6372,0.5813
87879003,25.06,1.6372,0.5813
87968002,25.06,1.6372,0.5813
88057002,25.06,1.6372,0.5813
88146002,25.06,1.6372,0.5813
88235002,25.06,1.6372,0.5814
88324003,25.06,1.6372,0.5813
88413002,25.06,1.6372,0.5814
88502002,25.06,1.6372,0.5813
88590002,25.06,1.6372,0.5814
88677002,25.06,1.6372,0.5814
88765002,25.06,1.6373,0.5814
88854002,25.06,1.6373,0.5814
88943002,25.06,1.6373,0.5814
89032002,25.06,1.6373,0.5814
89120002,25.06,1.6373,0.5814
89209002,25.06,1.6373,0.5814
89298003,25.06,1.6373,0.5814
89387002,25.07,1.6373,0.5814
89475002,25.07,1.6373,0.5814
89564002,25.06,1.6373,0.5814
89653002,25.07,1.6373,0.5814
89742002,25.07,1.6373,0.5814
89831002,25.07,1.6373,0.5814
89920002,25.07,1.6374,0.5814
90009002,25.07,1.6373,0.5814
90098002,25.07,1.6373,0.5814
90187002,25.07,1.6373,0.5814
90276002,25.07,1.6374,0.5814
90365002,25.07,1.6374,0.5814
90453002,25.07,1.6374,0.5814
90542002,25.07,1.6374,0.5814
90631002,25.07,1.6374,0.5815
90720002,25.07,1.6374,0.5815
90809003,25.07,1.6374,0.5814
90898002,25.07,1.6374,0.5815
90986002,25.07,1.6374,0.5815
91075002,25.07,1.6374,0.5815
91164002,25.07,1.6374,0.5815
91253002,25.07,1.6374,0.5815
91341002,25.07,1.6374,0.5815
91428002,25.07,1.6374,0.5815
91516002,25.07,1.6374,0.5815
91605002,25.07,1.6374,0.5815
91694002,25.07,1.6374,0.5815
91783003,25.07,1.6374,0.5815
91872003,25.07,1.6374,0.5815
91961002,25.07,1.6375,0.5815
92050002,25.07,1.6375,0.5815
92139002,25.07,1.6375,0.5815
92228002,25.07,1.6375,0.5815
92317002,25.07,1.6374,0.5815
92406002,25.07,1.6375,0.5815
92494002,25.07,1.6375,0.5815
92582002,25.08,1.6375,0.5815
92670002,25.08,1.6375,0.5815
92759002,25.08,1.6375,0.5816
92847002,25.09,1.6378,0.5818
92935002,25.10,1.6381,0.5820
93023002,25.11,1.6387,0.5822
93111002,25.12,1.6391,0.5825
93200002,25.13,1.6395,0.5828
93289002,25.15,1.6401,0.5831
93378002,25.16,1.6405,0.5833
93466002,25.16,1.6410,0.5836
93555002,25.17,1.6416,0.5839
93644002,25.19,1.6421,0.5841
93733002,25.20,1.6426,0.5843
93822002,25.21,1.6429,0.5845
93911002,25.22,1.6433,0.5847
93999006,25.23,1.6437,0.5849
94088002,25.24,1.6441,0.5851
94176003,25.25,1.6444,0.5852
94265002,25.27,1.6447,0.5854
94353002,25.28,1.6452,0.5857
94441002,25.29,1.6454,0.5859
94529002,25.30,1.6457,0.5860
94618002,25.31,1.6461,0.5863
94707002,25.33,1.6466,0.5865
94796002,25.34,1.6470,0.5868
94885002,25.36,1.6475,0.5870
94974002,25.37,1.6478,0.5872
95063002,25.39,1.6482,0.5874
95152002,25.40,1.6487,0.5877
95241002,25.43,1.6491,0.5880
95329002,25.44,1.6496,0.5882
95417002,25.46,1.6500,0.5885
95505002,25.48,1.6505,0.5888
95594005,25.50,1.6509,0.5890
95683002,25.51,1.6513,0.5893
95772002,25.53,1.6517,0.5896
95861002,25.55,1.6521,0.5898
95950002,25.57,1.6525,0.5900
96039002,25.59,1.6529,0.5903
96128002,25.61,1.6533,0.5906
96217002,25.63,1.6537,0.5908
96306002,25.65,1.6540,0.5910
96394002,25.66,1.6543,0.5912
96483002,25.68,1.6546,0.5913
96571002,25.70,1.6549,0.5915
96659003,25.72,1.6553,0.5918
96747003,25.73,1.6557,0.5921
96834002,25.75,1.6561,0.5923
96921002,25.77,1.6565,0.5926
97008002,25.79,1.6570,0.5929
97095002,25.81,1.6574,0.5932
97182002,25.83,1.6578,0.5934
97270002,25.85,1.6582,0.5936
97358002,25.86,1.6586,0.5939
97447002,25.88,1.6589,0.5942
97535002,25.90,1.6593,0.5944
97623002,25.92,1.6597,0.5947
97712002,25.94,1.6601,0.5950
97801002,25.95,1.6606,0.5952
97890002,25.97,1.6610,0.5955
97979002,25.98,1.6612,0.5956
98067002,25.99,1.6613,0.5958
98156002,26.01,1.6616,0.5960
98245002,26.02,1.6621,0.5963
98334002,26.04,1.6625,0.5966
98423002,26.05,1.6629,0.5969
98512002,26.07,1.6634,0.5972
98601002,26.08,1.6638,0.5975
98690002,26.09,1.6643,0.5978
98779002,26.11,1.6646,0.5980
98868002,26.12,1.6648,0.5981
98957002,26.14,1.6651,0.5983
99045002,26.15,1.6654,0.5985
99134002,26.17,1.6658,0.5988
99223002,26.19,1.6662,0.5990
99311002,26.21,1.6665,0.5993
99400002,26.23,1.6669,0.5995
99489002,26.24,1.6673,0.5998
99577002,26.26,1.6676,0.6000
99666002,26.28,1.6679,0.6002
99754002,26.30,1.6683,0.6005
99843002,26.32,1.6687,0.6008
99932002,26.34,1.6691,0.6010
100020002,26.35,1.6694,0.6013
100109002,26.37,1.6698,0.6015
100198002,26.39,1.6702,0.6018
100287002,26.41,1.6705,0.6020
100375002,26.43,1.6709,0.6022
100464002,26.45,1.6712,0.6025
100552002,26.47,1.6716,0.6028
100641002,26.48,1.6720,0.6031
100730002,26.50,1.6724,0.6034
100819002,26.52,1.6728,0.6037
100908002,26.54,1.6732,0.6040
100997002,26.56,1.6737,0.6043
101086002,26.58,1.6741,0.6046
101175002,26.60,1.6745,0.6049
101264002,26.63,1.6750,0.6052
101352002,26.64,1.6753,0.6055
101440002,26.66,1.6755,0.6056
101529003,26.68,1.6759,0.6059
101617002,26.69,1.6762,0.6061
101706002,26.71,1.6765,0.6063
101795002,26.72,1.6768,0.6065
101883002,26.74,1.6773,0.6068
101971002,26.76,1.6776,0.6071
102059002,26.77,1.6779,0.6073
102148002,26.79,1.6783,0.6076
102237003,26.81,1.6787,0.6079
102326002,26.83,1.6792,0.6082
102415002,26.85,1.6796,0.6085
102504002,26.87,1.6800,0.6088
102592002,26.89,1.6804,0.6091
102680002,26.91,1.6808,0.6094
102769002,26.92,1.6812,0.6096
102858002,26.94,1.6816,0.6099
102947003,26.96,1.6820,0.6102
103035002,26.98,1.6823,0.6104
103124002,27.01,1.6826,0.6107
103213002,27.02,1.6830,0.6109
103302002,27.04,1.6832,0.6111
103391002,27.05,1.6834,0.6112
103479002,27.06,1.6835,0.6113
103567002,27.07,1.6836,0.6114
103656002,27.08,1.6837,0.6114
103745003,27.09,1.6836,0.6114
103834002,27.10,1.6836,0.6115
103921003,27.10,1.6835,0.6115
104014002,27.11,1.6835,0.6115
104102002,27.11,1.6835,0.6116
104190003,27.12,1.6835,0.6117
104279002,27.13,1.6836,0.6118
104367003,27.14,1.6839,0.6119
104455002,27.14,1.6841,0.6120
104544002,27.15,1.6843,0.6122
104632002,27.16,1.6846,0.6123
104721003,27.17,1.6849,0.6125
104810002,27.18,1.6851,0.6127
104898002,27.19,1.6853,0.6129
104986002,27.20,1.6856,0.6131
105075002,27.21,1.6859,0.6133
105164002,27.22,1.6861,0.6134
105253002,27.23,1.6863,0.6136
105342002,27.24,1.6865,0.6136
105431002,27.25,1.6867,0.6137
105520003,27.26,1.6869,0.6138
105608002,27.27,1.6872,0.6140
105697002,27.29,1.6875,0.6141
105786002,27.30,1.6878,0.6142
105875002,27.31,1.6880,0.6144
105963002,27.32,1.6882,0.6145
106052002,27.32,1.6884,0.6146
106141002,27.33,1.6885,0.6147
106230002,27.34,1.6887,0.6149
106319002,27.36,1.6889,0.6151
106407002,27.37,1.6891,0.6152
106494002,27.38,1.6893,0.6154
106582002,27.39,1.6895,0.6155
106670002,27.40,1.6897,0.6156
106757002,27.41,1.6899,0.6157
106844002,27.42,1.6901,0.6158
106931002,27.43,1.6903,0.6159
107018003,27.44,1.6905,0.6160
107105003,27.46,1.6907,0.6162
107194002,27.47,1.6909,0.6163
107283002,27.48,1.6911,0.6163
107372002,27.49,1.6913,0.6164
107461002,27.51,1.6915,0.6166
107550002,27.52,1.6916,0.6167
107639002,27.53,1.6918,0.6167
107728002,27.55,1.6919,0.6169
107817002,27.56,1.6921,0.6170
107906002,27.57,1.6924,0.6172
107995002,27.58,1.6927,0.6174
108084002,27.60,1.6930,0.6176
108173002,27.61,1.6932,0.6178
108262003,27.62,1.6933,0.6178
108351002,27.64,1.6935,0.6179
108440002,27.65,1.6937,0.6181
108528002,27.66,1.6940,0.6183
108616002,27.66,1.6943,0.6185
108703002,27.67,1.6945,0.6187
108792002,27.68,1.6947,0.6188
108881002,27.69,1.6948,0.6189
108969002,27.69,1.6950,0.6190
109058002,27.70,1.6952,0.6191
109147003,27.71,1.6954,0.6193
109236002,27.72,1.6958,0.6196
109324002,27.73,1.6960,0.6197
109413002,27.74,1.6961,0.6198
109502002,27.75,1.6961,0.6198
109591002,27.76,1.6961,0.6198
109679002,27.76,1.6961,0.6198
109768002,27.77,1.6962,0.6199
109857002,27.78,1.6963,0.6200
109946002,27.79,1.6963,0.6200
110035002,27.80,1.6964,0.6201
110123002,27.80,1.6964,0.6201
110212002,27.81,1.6966,0.6202
110301002,27.82,1.6968,0.6204
110390003,27.82,1.6969,0.6204
110479002,27.83,1.6970,0.6205
110568002,27.83,1.6970,0.6205
110657002,27.83,1.6969,0.6204
110746002,27.84,1.6968,0.6204
110834002,27.84,1.6972,0.6206
110923002,27.85,1.6974,0.6209
111012002,27.87,1.6978,0.6211
111101002,27.89,1.6982,0.6214
111189002,27.91,1.6986,0.6216
111278002,27.93,1.6989,0.6219
111367002,27.95,1.6993,0.6221
111456002,27.97,1.6996,0.6223
111544002,27.98,1.6999,0.6225
111632002,28.00,1.7001,0.6226
111720002,28.01,1.7002,0.6227
111809002,28.02,1.7002,0.6227
111898002,28.03,1.7001,0.6226
111987002,28.03,1.6999,0.6226
112076002,28.03,1.6997,0.6225
112165002,28.03,1.6996,0.6225
112254002,28.03,1.6994,0.6224
112343002,28.03,1.6992,0.6223
112431002,28.03,1.6989,0.6222
112519002,28.03,1.6987,0.6221
112608002,28.03,1.6986,0.6221
112696002,28.03,1.6985,0.6221
112785002,28.03,1.6986,0.6222
112874002,28.04,1.6989,0.6224
112963003,28.04,1.6992,0.6226
113051003,28.05,1.6995,0.6229
113140002,28.07,1.6998,0.6231
113229002,28.08,1.7001,0.6232
113318002,28.09,1.7003,0.6234
113406003,28.11,1.7006,0.6236
113494003,28.12,1.7009,0.6238
113583002,28.13,1.7012,0.6240
113672002,28.15,1.7016,0.6243
113760002,28.16,1.7020,0.6246
113848002,28.18,1.7024,0.6248
113937002,28.19,1.7027,0.6251
114026002,28.21,1.7030,0.6253
114115002,28.22,1.7034,0.6255
114204002,28.23,1.7037,0.6257
114293002,28.25,1.7039,0.6259
114382002,28.27,1.7042,0.6260
114471002,28.28,1.7045,0.6262
114560002,28.29,1.7048,0.6265
114649002,28.31,1.7051,0.6267
114737002,28.32,1.7054,0.6269
114826002,28.34,1.7057,0.6271
114915002,28.35,1.7060,0.6274
115004002,28.37,1.7063,0.6276
115093002,28.39,1.7067,0.6279
115181002,28.40,1.7070,0.6281
115269002,28.42,1.7073,0.6283
115357002,28.43,1.7076,0.6285
115445002,28.44,1.7080,0.6288
115534002,28.46,1.7084,0.6291
115623002,28.48,1.7087,0.6293
115712002,28.49,1.7090,0.6295
115801002,28.51,1.7093,0.6297
115890002,28.52,1.7097,0.6300
115979002,28.54,1.7100,0.6302
116068002,28.56,1.7103,0.6305
116157002,28.57,1.7107,0.6307
116246003,28.59,1.7110,0.6310
116335002,28.61,1.7114,0.6313
116423002,28.63,1.7118,0.6315
116512002,28.64,1.7121,0.6318
116600002,28.66,1.7124,0.6320
116688002,28.67,1.7127,0.6322
116776002,28.69,1.7130,0.6324
116863002,28.70,1.7133,0.6326
116950002,28.72,1.7135,0.6328
117037002,28.73,1.7136,0.6330
117124002,28.74,1.7137,0.6331
117211002,28.75,1.7138,0.6332
117299002,28.77,1.7138,0.6332
117386002,28.78,1.7138,0.6332
117473002,28.78,1.7138,0.6332
117561002,28.79,1.7137,0.6331
117649002,28.79,1.7136,0.6331
117737002,28.79,1.7135,0.6331
117825002,28.78,1.7132,0.6328
117913003,28.77,1.7127,0.6325
118002002,28.77,1.7123,0.6323
118091002,28.76,1.7120,0.6321
118180002,28.76,1.7116,0.6319
118268002,28.75,1.7113,0.6317
118357002,28.75,1.7109,0.6316
118446003,28.75,1.7106,0.6314
118535002,28.74,1.7102,0.6311
118624002,28.73,1.7097,0.6309
118713002,28.73,1.7092,0.6307
118802002,28.72,1.7089,0.6305
118891002,28.71,1.7086,0.6303
118980002,28.71,1.7084,0.6302
119069002,28.70,1.7081,0.6301
119158003,28.70,1.7079,0.6300
119247002,28.70,1.7078,0.6299
119336002,28.69,1.7076,0.6298
119424002,28.69,1.7074,0.6297
119513003,28.69,1.7072,0.6296
119602002,28.68,1.7071,0.6295
119689002,28.68,1.7069,0.6294
119777006,28.68,1.7068,0.6293
119866002,28.67,1.7066,0.6292
119955002,28.67,1.7065,0.6291
120044002,28.66,1.7064,0.6290
120132002,28.66,1.7063,0.6289
120220002,28.65,1.7062,0.6288
120309002,28.65,1.7061,0.6287
120398002,28.64,1.7060,0.6286
120487002,28.64,1.7058,0.6285
120576002,28.64,1.7057,0.6284
120665002,28.63,1.7055,0.6283
120753002,28.63,1.7054,0.6282
120842002,28.62,1.7053,0.6281
120931002,28.62,1.7052,0.6280
121020002,28.62,1.7050,0.6278
121109002,28.62,1.7048,0.6277
121197002,28.61,1.7046,0.6275
121286002,28.61,1.7042,0.6272
121374002,28.60,1.7040,0.6270
121463002,28.60,1.7037,0.6269
121551002,28.59,1.7035,0.6267
121639002,28.59,1.7033,0.6266
121728002,28.59,1.7032,0.6266
121818002,28.59,1.7031,0.6265
121906002,28.58,1.7030,0.6264
121994002,28.58,1.7029,0.6264
122083002,28.58,1.7029,0.6263
122172002,28.57,1.7028,0.6263
122261002,28.57,1.7027,0.6262
122350002,28.56,1.7026,0.6261
122439002,28.56,1.7025,0.6261
122528002,28.56,1.7024,0.6261
122617002,28.55,1.7023,0.6260
122705002,28.55,1.7021,0.6259
122793002,28.54,1.7020,0.6257
122881002,28.54,1.7018,0.6256
122969002,28.53,1.7016,0.6255
123057002,28.53,1.7014,0.6254
123146002,28.52,1.7012,0.6253
123235002,28.52,1.7011,0.6252
123324002,28.52,1.7009,0.6252
123413002,28.51,1.7007,0.6251
123502002,28.50,1.7006,0.6250
123591003,28.50,1.7005,0.6249
123680002,28.49,1.7004,0.6248
123768002,28.49,1.7002,0.6247
123857002,28.48,1.7001,0.6246
123946003,28.48,1.7000,0.6245
124035003,28.48,1.6998,0.6244
124123002,28.47,1.6997,0.6244
124212002,28.47,1.6996,0.6243
124300002,28.46,1.6995,0.6242
124389002,28.46,1.6993,0.6240
124478002,28.45,1.6991,0.6239
124567002,28.45,1.6990,0.6238
124655002,28.44,1.6989,0.6238
124744002,28.44,1.6988,0.6237
124832002,28.43,1.6986,0.6236
124920003,28.43,1.6984,0.6234
125009002,28.42,1.6981,0.6233
125097002,28.42,1.6979,0.6232
125186002,28.41,1.6976,0.6231
125275002,28.40,1.6973,0.6229
125364002,28.40,1.6970,0.6228
125453002,28.39,1.6967,0.6227
125542002,28.39,1.6964,0.6226
125631003,28.38,1.6961,0.6225
125719002,28.38,1.6959,0.6224
125807002,28.37,1.6956,0.6223
125896002,28.37,1.6953,0.6222
125985002,28.36,1.6950,0.6221
126074002,28.35,1.6947,0.6219
126163003,28.35,1.6945,0.6218
126252002,28.34,1.6942,0.6216
126340002,28.33,1.6941,0.6215
126428002,28.33,1.6940,0.6214
126517002,28.32,1.6938,0.6213
126605002,28.31,1.6937,0.6212
126693002,28.31,1.6935,0.6211
126781002,28.30,1.6932,0.6210
126868002,28.30,1.6931,0.6209
126955002,28.29,1.6928,0.6208
127042002,28.28,1.6926,0.6207
127129002,28.27,1.6924,0.6206
127216002,28.27,1.6921,0.6204
127305002,28.26,1.6919,0.6203
127394002,28.25,1.6917,0.6202
127483002,28.24,1.6914,0.6200
127572002,28.24,1.6911,0.6198
127661002,28.23,1.6909,0.6197
127750002,28.22,1.6907,0.6196
127838002,28.21,1.6904,0.6195
127927002,28.21,1.6903,0.6193
128016002,28.20,1.6901,0.6192
128104003,28.19,1.6900,0.6191
128193002,28.19,1.6898,0.6190
128282002,28.18,1.6896,0.6189
128371002,28.17,1.6895,0.6188
128460002,28.16,1.6894,0.6187
128548002,28.16,1.6892,0.6185
128636002,28.15,1.6890,0.6184
128725002,28.14,1.6889,0.6183
128814002,28.14,1.6887,0.6183
128903002,28.13,1.6885,0.6182
128992003,28.12,1.6884,0.6181
129081002,28.11,1.6882,0.6180
129170002,28.11,1.6881,0.6179
129259002,28.10,1.6880,0.6178
129348002,28.09,1.6879,0.6177
129437002,28.09,1.6879,0.6176
129526002,28.08,1.6878,0.6175
129615002,28.07,1.6876,0.6174
129704002,28.07,1.6875,0.6174
129793003,28.06,1.6874,0.6173
129881002,28.05,1.6873,0.6172
129970002,28.05,1.6872,0.6171
130059002,28.04,1.6871,0.6171
130147002,28.03,1.6869,0.6170
130236002,28.03,1.6868,0.6169
130324002,28.02,1.6866,0.6168
130413002,28.01,1.6865,0.6167
130502002,28.01,1.6864,0.6166
130591003,28.00,1.6862,0.6166
130680002,28.00,1.6860,0.6165
130767002,27.99,1.6858,0.6164
130858002,27.98,1.6856,0.6163
130947002,27.97,1.6855,0.6162
131036002,27.97,1.6853,0.6161
131125002,27.96,1.6851,0.6160
131214002,27.95,1.6849,0.6159
131303002,27.95,1.6848,0.6158
131392002,27.94,1.6846,0.6156
131480002,27.93,1.6844,0.6155
131569002,27.92,1.6842,0.6154
131657002,27.92,1.6841,0.6154
131745002,27.91,1.6840,0.6153
131834002,27.91,1.6839,0.6153
131922002,27.90,1.6838,0.6152
132010002,27.89,1.6836,0.6151
132098003,27.88,1.6834,0.6150
132187002,27.88,1.6833,0.6149
132275002,27.87,1.6831,0.6149
132364002,27.87,1.6829,0.6148
132453002,27.86,1.6826,0.6146
132542002,27.85,1.6824,0.6145
132631002,27.84,1.6823,0.6145
132720002,27.83,1.6821,0.6143
132808002,27.82,1.6819,0.6142
132896002,27.82,1.6818,0.6140
132984002,27.80,1.6815,0.6138
133073002,27.79,1.6812,0.6136
133161003,27.78,1.6809,0.6134
133249002,27.77,1.6807,0.6132
133338002,27.76,1.6804,0.6130
133427002,27.74,1.6802,0.6129
133517002,27.67,1.6800,0.6129
133606003,27.56,1.6798,0.6128
133694002,27.48,1.6796,0.6126
133783002,27.39,1.6794,0.6124
133872002,27.32,1.6792,0.6122
133960002,27.29,1.6790,0.6120
134049003,27.29,1.6787,0.6118
134137002,27.30,1.6785,0.6117
134226002,27.31,1.6783,0.6116
134314002,27.32,1.6782,0.6114
134403002,27.33,1.6780,0.6114
134492002,27.35,1.6779,0.6113
134581003,27.36,1.6778,0.6113
134670002,27.37,1.6777,0.6112
134758002,27.38,1.6777,0.6111
134847002,27.39,1.6775,0.6111
134936002,27.40,1.6773,0.6109
135025002,27.40,1.6771,0.6108
135114002,27.41,1.6770,0.6107
135202002,27.41,1.6769,0.6107
135290002,27.42,1.6769,0.6106
135379002,27.42,1.6767,0.6105
135470002,27.42,1.6766,0.6104
135559002,27.42,1.6765,0.6103
135648002,27.42,1.6764,0.6103
135737003,27.42,1.6763,0.6102
135826002,27.42,1.6762,0.6102
135914002,27.42,1.6761,0.6101
136003002,27.42,1.6759,0.6100
136092002,27.42,1.6758,0.6100
136181002,27.41,1.6756,0.6099
136270002,27.41,1.6755,0.6098
136359002,27.41,1.6753,0.6097
136448002,27.41,1.6752,0.6096
136537002,27.40,1.6751,0.6095
136626002,27.40,1.6750,0.6095
136714003,27.39,1.6747,0.6094
136802002,27.39,1.6745,0.6092
136889003,27.38,1.6743,0.6091
136976002,27.37,1.6741,0.6090
137063002,27.37,1.6739,0.6088
137150002,27.36,1.6737,0.6087
137237002,27.35,1.6736,0.6086
137326002,27.35,1.6735,0.6085
137416002,27.34,1.6734,0.6084
137505002,27.33,1.6733,0.6083
137594002,27.33,1.6732,0.6082
137683002,27.32,1.6730,0.6081
137772002,27.31,1.6729,0.6080
137861002,27.31,1.6729,0.6079
137949002,27.30,1.6728,0.6078
138038002,27.30,1.6728,0.6078
138126003,27.30,1.6727,0.6077
138215002,27.29,1.6727,0.6076
138304002,27.28,1.6726,0.6075
138392002,27.28,1.6725,0.6075
138481003,27.28,1.6725,0.6074
138570002,27.27,1.6724,0.6073
138659002,27.27,1.6724,0.6073
138747002,27.27,1.6723,0.6072
138836002,27.26,1.6721,0.6071
138924002,27.26,1.6720,0.6070
139013002,27.25,1.6720,0.6070
139102002,27.24,1.6720,0.6069
139191002,27.24,1.6719,0.6069
139280002,27.24,1.6719,0.6068
139368002,27.23,1.6720,0.6068
139457002,27.23,1.6720,0.6068
139546002,26.58,1.6720,0.6307
139634002,27.21,1.6720,0.6068
139723002,27.22,1.6720,0.6068
139811002,27.21,1.6720,0.6068
139900002,27.21,1.6720,0.6067
139989002,27.21,1.6720,0.6067
140078002,27.20,1.6720,0.6066
140167002,27.20,1.6720,0.6066
140256002,27.20,1.6718,0.6065
140345002,27.19,1.6719,0.6065
140434003,27.19,1.6719,0.6065
140523002,27.18,1.6718,0.6064
140612002,27.18,1.6718,0.6064
140700002,27.18,1.6718,0.6063
140789002,27.17,1.6718,0.6063
140878002,27.17,1.6718,0.6063
140966003,27.17,1.6717,0.6062
141055002,27.16,1.6716,0.6062
141144002,27.16,1.6716,0.6061
141232002,27.16,1.6716,0.6061
141321002,27.15,1.6715,0.6060
141410002,27.15,1.6715,0.6060
141499002,27.15,1.6715,0.6059
141587002,27.15,1.6714,0.6059
141676002,27.14,1.6714,0.6058
141765002,27.14,1.6714,0.6058
141853002,27.14,1.6714,0.6058
141941002,27.14,1.6714,0.6058
142029002,27.13,1.6714,0.6058
142117002,27.13,1.6713,0.6058
142205003,27.13,1.6713,0.6057
142294002,27.13,1.6713,0.6057
142383002,27.13,1.6713,0.6057
142472002,27.13,1.6713,0.6057
142561002,27.12,1.6713,0.6057
142650002,27.12,1.6713,0.6057
142739002,27.12,1.6713,0.6057
142828002,27.12,1.6713,0.6056
142917002,27.12,1.6712,0.6056
143005002,27.12,1.6712,0.6056
143094002,27.11,1.6712,0.6056
143183002,27.11,1.6712,0.6056
143272002,27.11,1.6712,0.6056
143360002,27.11,1.6712,0.6055
143448002,27.11,1.6712,0.6055
143537003,27.11,1.6711,0.6055
143626002,27.11,1.6711,0.6055
143715002,27.10,1.6711,0.6055
143804002,27.10,1.6711,0.6055
143893002,27.10,1.6711,0.6054
143982003,27.10,1.6711,0.6054
